Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
20036,MÃ©nilmontant - Pelleport,OUI,19,19,0,0,0,OUI,OUI,2023-06-05T08:23:48+02:00,"48.87068263384462, 2.398959602331646",Paris,,FALSE,,48.87068263384462,2.398959602331646,20ème Ardt,Père-Lachaise
23011,Bineau - Louise Michel,OUI,25,11,14,10,4,OUI,OUI,2023-06-05T08:30:28+02:00,"48.88666162206972, 2.2843274474143986",Levallois-Perret,,FALSE,,48.88666162206972,2.2843274474143986,Banlieue,Banlieue
92003,Chanzy - Sud-Est,OUI,25,16,9,9,0,OUI,OUI,2023-06-05T08:26:23+02:00,"48.888912037698766, 2.195632159709931",Nanterre,,FALSE,,48.888912037698766,2.195632159709931,Banlieue,Banlieue
7006,Quai Voltaire,OUI,32,21,11,9,2,OUI,OUI,2023-06-05T08:28:02+02:00,"48.858942986179, 2.3314182047146",Paris,,FALSE,,48.858942986179,2.3314182047146,7ème Ardt,Saint-Thomas-d'Aquin
35009,Jean Lolive - Parc Stalingrad,OUI,22,20,2,1,1,OUI,OUI,2023-06-05T08:29:22+02:00,"48.89206174403158, 2.4091735482215886",Pantin,,FALSE,,48.89206174403158,2.4091735482215886,Banlieue,Banlieue
2010,UzÃ¨s - Montmartre,OUI,29,11,18,14,4,OUI,OUI,2023-06-05T08:29:29+02:00,"48.870790980240706, 2.3431010171771054",Paris,,FALSE,,48.870790980240706,2.3431010171771054,2ème Ardt,Mail
31705,Champeaux - Gallieni,OUI,50,36,14,5,9,OUI,OUI,2023-06-05T08:25:25+02:00,"48.864459134684644, 2.4161778017878532",Bagnolet,,FALSE,,48.864459134684644,2.4161778017878532,Banlieue,Banlieue
20040,Parc de Belleville - Julien Lacroix,OUI,26,25,0,0,0,OUI,OUI,2023-06-05T08:28:35+02:00,"48.8703459, 2.3842214",Paris,,FALSE,,48.8703459,2.3842214,20ème Ardt,Belleville
8055,Courcelles - Place des Ternes,OUI,31,29,2,2,0,OUI,OUI,2023-06-05T08:28:48+02:00,"48.878199928923124, 2.2992860188665043",Paris,,FALSE,,48.878199928923124,2.2992860188665043,8ème Ardt,Faubourg-du-Roule
10023,Gare de l'Est - Verdun,OUI,14,14,0,0,0,NON,NON,2023-06-05T08:26:54+02:00,"48.876156054271, 2.3609149083206",Paris,,FALSE,,48.876156054271,2.3609149083206,10ème Ardt,Hôpital-Saint-Louis
17007,Navier - Epinettes,OUI,36,35,1,0,1,OUI,OUI,2023-06-05T08:24:25+02:00,"48.89587780769155, 2.3226776719093327",Paris,,FALSE,,48.89587780769155,2.3226776719093327,17ème Ardt,Epinettes
21105,Morice - GÃ©nÃ©ral Leclerc,OUI,25,23,2,1,1,OUI,OUI,2023-06-05T08:28:06+02:00,"48.90245471981591, 2.3128929734230046",Clichy,,FALSE,,48.90245471981591,2.3128929734230046,Banlieue,Banlieue
14001,Edgar Quinet - GaitÃ©,OUI,27,17,8,7,1,OUI,OUI,2023-06-05T08:30:29+02:00,"48.84116092896631, 2.32459545135498",Paris,,FALSE,,48.84116092896631,2.32459545135498,14ème Ardt,Montparnasse
8101,Londres - Amsterdam,OUI,0,0,0,0,0,NON,NON,2018-03-30T19:42:36+02:00,"48.878034461504, 2.3264835409694",Paris,,FALSE,,48.878034461504,2.3264835409694,8ème Ardt,Europe
12126,Gravelle - Route du Bac,OUI,51,27,23,21,2,OUI,OUI,2023-06-05T08:29:13+02:00,"48.824407, 2.418455",Paris,,FALSE,,48.824407,2.418455,Banlieue,Banlieue
34002,Capitaine Glarner - Gabriel PÃ©ri,OUI,27,10,17,11,6,OUI,OUI,2023-06-05T08:27:53+02:00,"48.902449900418745, 2.3304807533425724",Saint-Ouen-sur-Seine,,FALSE,,48.902449900418745,2.3304807533425724,Banlieue,Banlieue
14104,Boyer-Barret - Raymond Losserand,OUI,23,21,0,0,0,OUI,OUI,2023-06-05T08:30:21+02:00,"48.83329880233322, 2.3173383995890617",Paris,,FALSE,,48.83329880233322,2.3173383995890617,14ème Ardt,Plaisance
13026,Place Jean Delay,OUI,35,31,3,1,2,OUI,OUI,2023-06-05T08:30:47+02:00,"48.823316, 2.354336",Paris,,FALSE,,48.823316,2.354336,13ème Ardt,Maison-Blanche
10005,Petites Ecuries - Faubourg PoissonniÃ¨re,OUI,17,9,8,4,4,OUI,OUI,2023-06-05T08:30:39+02:00,"48.87397217237368, 2.348388757504776",Paris,,FALSE,,48.87397217237368,2.348388757504776,10ème Ardt,Porte-Saint-Denis
11101,Charles Delescluze,OUI,49,47,1,1,0,OUI,OUI,2023-06-05T08:29:10+02:00,"48.85242200848887, 2.380632497370243",Paris,,FALSE,,48.85242200848887,2.380632497370243,11ème Ardt,Sainte-Marguerite
18020,Francoeur - Marcadet,OUI,20,17,2,1,1,OUI,OUI,2023-06-05T08:30:23+02:00,"48.89104123261663, 2.340014585442034",Paris,,FALSE,,48.89104123261663,2.340014585442034,18ème Ardt,Grandes-Carrières
14130,Jonquoy - Didot,OUI,30,30,0,0,0,OUI,OUI,2023-06-05T08:30:56+02:00,"48.82890454823947, 2.31648076325655",Paris,,FALSE,,48.82890454823947,2.31648076325655,14ème Ardt,Plaisance
20136,Henri Chevreau - Couronnes,OUI,27,26,1,0,1,OUI,OUI,2023-06-05T08:29:25+02:00,"48.87033205312931, 2.388777695596218",Paris,,FALSE,,48.87033205312931,2.388777695596218,20ème Ardt,Belleville
10015,Lucien Sampaix - RÃ©collets,OUI,46,42,3,0,3,OUI,OUI,2023-06-05T08:30:01+02:00,"48.874330377560476, 2.3621229082345963",Paris,,FALSE,,48.874330377560476,2.3621229082345963,10ème Ardt,Porte-Saint-Martin
43006,Vignerons - Minimes,OUI,29,26,3,2,1,OUI,OUI,2023-06-05T08:24:07+02:00,"48.841486, 2.430793",Vincennes,,FALSE,,48.841486,2.430793,Banlieue,Banlieue
16006,Lauriston - Copernic,OUI,19,12,6,0,6,OUI,OUI,2023-06-05T08:26:46+02:00,"48.86926, 2.289918",Paris,,FALSE,,48.86926,2.289918,16ème Ardt,Chaillot
5002,Sommerard - Saint-Jacques,OUI,34,4,28,28,0,OUI,OUI,2023-06-05T08:28:54+02:00,"48.850310432924466, 2.345015835298588",Paris,,FALSE,,48.850310432924466,2.345015835298588,5ème Ardt,Sorbonne
12011,Charenton - Place du Col Bourgoin,OUI,35,30,4,4,0,OUI,OUI,2023-06-05T08:30:56+02:00,"48.844867319554, 2.3825789350545",Paris,,FALSE,,48.844867319554,2.3825789350545,12ème Ardt,Quinze-Vingts
21111,Professeur RenÃ© Leriche - GÃ©nÃ©ral Leclerc,OUI,50,24,25,11,14,OUI,OUI,2023-06-05T08:29:10+02:00,"48.90782845483013, 2.307887971401215",Clichy,,FALSE,,48.90782845483013,2.307887971401215,Banlieue,Banlieue
21308,Bara - Henri Farman,OUI,36,0,36,28,8,OUI,OUI,2023-06-05T08:30:32+02:00,"48.833218027457846, 2.2677567601203923",Issy-les-Moulineaux,,FALSE,,48.833218027457846,2.2677567601203923,Banlieue,Banlieue
7014,Saint-FranÃ§ois-Xavier,OUI,42,3,36,23,13,OUI,OUI,2023-06-05T08:30:58+02:00,"48.85154484769, 2.3146149516106",Paris,,FALSE,,48.85154484769,2.3146149516106,7ème Ardt,Ecole-Militaire
21019,Edouard Vaillant - Paul-Adolphe Souriau,OUI,28,15,13,1,12,OUI,OUI,2023-06-05T08:29:28+02:00,"48.83484585882868, 2.2479459643363957",Boulogne-Billancourt,,FALSE,,48.83484585882868,2.2479459643363957,Banlieue,Banlieue
11114,Ledru-Rollin - Charonne,OUI,32,16,15,8,7,OUI,OUI,2023-06-05T08:29:17+02:00,"48.85345855607243, 2.3772463581947094",Paris,,FALSE,,48.85345855607243,2.3772463581947094,11ème Ardt,Roquette
12032,Porte DorÃ©e,OUI,36,20,11,4,7,OUI,OUI,2023-06-05T08:28:36+02:00,"48.8354337, 2.4077132",Paris,,FALSE,,48.8354337,2.4077132,12ème Ardt,Bel-Air
17017,Gare de Pont-Cardinet,OUI,34,29,3,1,2,OUI,OUI,2023-06-05T08:30:27+02:00,"48.88713901475306, 2.314494143994255",Paris,,FALSE,,48.88713901475306,2.314494143994255,17ème Ardt,Batignolles
19037,Belleville - Porte des Lilas,OUI,32,32,0,0,0,OUI,OUI,2023-06-05T08:23:23+02:00,"48.87660391892763, 2.404769691129476",Paris,,FALSE,,48.87660391892763,2.404769691129476,20ème Ardt,Saint-Fargeau
23002,Pont de Levallois-bÃ©con,OUI,50,24,25,21,4,OUI,OUI,2023-06-05T08:30:42+02:00,"48.8984179, 2.2791311",Levallois-Perret,,FALSE,,48.8984179,2.2791311,Banlieue,Banlieue
6107,Place Alphonse Deville,OUI,23,14,8,5,3,OUI,OUI,2023-06-05T08:28:35+02:00,"48.850188262662, 2.3275961726904",Paris,,FALSE,,48.850188262662,2.3275961726904,6ème Ardt,Notre-Dame-des-Champs
14139,Pierre Larousse - Raymond Losserand,OUI,30,19,9,8,1,OUI,OUI,2023-06-05T08:30:24+02:00,"48.83059564231877, 2.3119183257222176",Paris,,FALSE,,48.83059564231877,2.3119183257222176,14ème Ardt,Plaisance
6103,MÃ©ziÃ¨res - Rennes,OUI,55,47,7,4,3,OUI,OUI,2023-06-05T08:29:11+02:00,"48.85023459321703, 2.3303819820284843",Paris,,FALSE,,48.85023459321703,2.3303819820284843,6ème Ardt,Notre-Dame-des-Champs
13102,PitiÃ©-SalpÃªtriÃ¨re,OUI,51,2,48,28,20,OUI,OUI,2023-06-05T08:28:44+02:00,"48.83748810318667, 2.365213818848133",Paris,,FALSE,,48.83748810318667,2.365213818848133,13ème Ardt,Salpêtrière
15038,Place Adolphe Cherioux - Vaugirard,OUI,63,59,1,1,0,OUI,OUI,2023-06-05T08:30:50+02:00,"48.83959442800459, 2.3010657727718353",Paris,,FALSE,,48.83959442800459,2.3010657727718353,15ème Ardt,Saint-Lambert
15055,Vasco de Gama,OUI,54,38,14,14,0,OUI,OUI,2023-06-05T08:29:52+02:00,"48.83671783466264, 2.283664085650799",Paris,,FALSE,,48.83671783466264,2.283664085650799,15ème Ardt,Saint-Lambert
19109,Tanger - Place du Maroc,OUI,19,18,1,1,0,OUI,OUI,2023-06-05T08:30:15+02:00,"48.8862524447104, 2.3689296841621403",Paris,,FALSE,,48.8862524447104,2.3689296841621403,19ème Ardt,Villette
41207,Place du GÃ©nÃ©ral de Gaulle,OUI,28,4,23,6,17,OUI,OUI,2023-06-05T08:30:44+02:00,"48.8525288, 2.4877332",Fontenay-sous-Bois,,FALSE,,48.8525288,2.4877332,Banlieue,Banlieue
18032,Porte de Clignancourt.,OUI,56,51,2,0,2,OUI,OUI,2023-06-05T08:30:38+02:00,"48.897488, 2.343996",Paris,,FALSE,,48.897488,2.343996,18ème Ardt,Clignancourt
6018,Michelet - Assas,OUI,18,12,6,1,5,OUI,OUI,2023-06-05T08:30:16+02:00,"48.84274150283194, 2.335021197795868",Paris,,FALSE,,48.84274150283194,2.335021197795868,6ème Ardt,Odéon
44012,GÃ©nie - Mozart,OUI,19,18,1,0,1,OUI,OUI,2023-06-05T08:29:56+02:00,"48.794902381218904, 2.3734183609485626",Vitry-sur-Seine,,FALSE,,48.794902381218904,2.3734183609485626,Banlieue,Banlieue
20109,Haxo - Surmelin,OUI,21,18,2,0,2,OUI,OUI,2023-06-05T08:26:33+02:00,"48.8694370761222, 2.40539657537972",Paris,,FALSE,,48.8694370761222,2.40539657537972,20ème Ardt,Saint-Fargeau
17027,Place du MarÃ©chal Juin - PÃ©reire,OUI,46,41,4,1,3,OUI,OUI,2023-06-05T08:30:26+02:00,"48.885263, 2.298286",Paris,,FALSE,,48.885263,2.298286,17ème Ardt,Plaine de Monceaux
21032,SÃ¨vres-Gallieni,OUI,27,1,25,23,2,OUI,OUI,2023-06-05T08:29:52+02:00,"48.837809408957, 2.2281519323587",Boulogne-Billancourt,,FALSE,,48.837809408957,2.2281519323587,Banlieue,Banlieue
31016,Lucie Aubrac - Franklin,OUI,36,29,7,1,6,OUI,OUI,2023-06-05T08:30:34+02:00,"48.86223916006812, 2.4435862898826604",Montreuil,,FALSE,,48.86223916006812,2.4435862898826604,Banlieue,Banlieue
31019,Vincennes - Douy-Delcupe,OUI,38,34,0,0,0,OUI,OUI,2023-06-05T08:29:55+02:00,"48.85493692155721, 2.436049282550812",Montreuil,,FALSE,,48.85493692155721,2.436049282550812,Banlieue,Banlieue
13043,Dunois - Clisson,OUI,51,45,3,2,1,OUI,OUI,2023-06-05T08:27:31+02:00,"48.832294, 2.3674523",Paris,,FALSE,,48.832294,2.3674523,13ème Ardt,Gare
32014,Place du Cornillon - Stade de France,OUI,34,11,23,9,14,OUI,OUI,2023-06-05T08:25:29+02:00,"48.92540695835961, 2.3644426837563515",Saint-Denis,,FALSE,,48.92540695835961,2.3644426837563515,Banlieue,Banlieue
16123,Mahatma Gandhi,OUI,26,15,8,4,4,OUI,OUI,2023-06-05T08:28:15+02:00,"48.876356, 2.264205",Paris,,FALSE,,48.876356,2.264205,16ème Ardt,Porte-Dauphine
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,15,10,8,2,OUI,OUI,2023-06-05T08:30:55+02:00,"48.898708366365064, 2.3295360803604126",Paris,,FALSE,,48.898708366365064,2.3295360803604126,18ème Ardt,Grandes-Carrières
19039,Edouard Pailleron - Simon Bolivar,OUI,24,23,1,0,1,OUI,OUI,2023-06-05T08:29:12+02:00,"48.87979886049996, 2.374839261174202",Paris,,FALSE,,48.87979886049996,2.374839261174202,19ème Ardt,Combat
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,40,37,2,1,1,OUI,OUI,2023-06-05T08:26:56+02:00,"48.876327, 2.3585464",Paris,,FALSE,,48.876327,2.3585464,10ème Ardt,Saint-Vincent-de-Paul
22001,ChÃ¢teau - Bineau,OUI,23,21,2,0,2,OUI,OUI,2023-06-05T08:30:05+02:00,"48.890404028589806, 2.270106375217438",Neuilly-sur-Seine,,FALSE,,48.890404028589806,2.270106375217438,Banlieue,Banlieue
51003,HÃ´tel de Ville d'Argenteuil,OUI,30,12,18,6,12,OUI,OUI,2023-06-05T08:29:44+02:00,"48.946504, 2.2496396",Argenteuil,,FALSE,,48.946504,2.2496396,Banlieue,Banlieue
17122,Bridaine - LamandÃ©,OUI,29,27,2,0,2,OUI,OUI,2023-06-05T08:29:42+02:00,"48.8862074, 2.3206239",Paris,,FALSE,,48.8862074,2.3206239,17ème Ardt,Batignolles
22101,Gare RoutiÃ¨re de Saint Cloud,OUI,31,12,19,17,2,OUI,OUI,2023-06-05T08:29:20+02:00,"48.84288183896324, 2.222245037555695",Saint-Cloud,,FALSE,,48.84288183896324,2.222245037555695,Banlieue,Banlieue
9023,Laffitte - Italiens,OUI,33,1,32,18,14,OUI,OUI,2023-06-05T08:30:18+02:00,"48.871815737396, 2.3372015478451",Paris,,FALSE,,48.871815737396,2.3372015478451,9ème Ardt,Chaussée-d'Antin
13016,Primo Levi - Frigos,OUI,34,11,23,20,3,OUI,OUI,2023-06-05T08:28:52+02:00,"48.83094844846017, 2.37965351592796",Paris,,FALSE,,48.83094844846017,2.37965351592796,13ème Ardt,Gare
20021,Indre - Prairies,OUI,38,37,1,0,1,OUI,OUI,2023-06-05T08:30:25+02:00,"48.86254398506782, 2.403290458023548",Paris,,FALSE,,48.86254398506782,2.403290458023548,20ème Ardt,Père-Lachaise
8051,Batignolles - Rome,OUI,15,15,0,0,0,OUI,OUI,2023-06-05T08:29:50+02:00,"48.881823370566806, 2.3202589899301524",Paris,,FALSE,,48.881823370566806,2.3202589899301524,8ème Ardt,Europe
17047,Courcelles - Pierre Demours,OUI,26,18,7,4,3,OUI,OUI,2023-06-05T08:25:13+02:00,"48.883769733273496, 2.29858466343129",Paris,,FALSE,,48.883769733273496,2.29858466343129,17ème Ardt,Plaine de Monceaux
11020,Belfort - Voltaire,OUI,39,35,3,1,2,OUI,OUI,2023-06-05T08:28:05+02:00,"48.8563358, 2.3829901",Paris,,FALSE,,48.8563358,2.3829901,11ème Ardt,Roquette
6016,Danton - Serpente,OUI,22,8,14,11,3,OUI,OUI,2023-06-05T08:30:55+02:00,"48.85229736258167, 2.3414132371544834",Paris,,FALSE,,48.85229736258167,2.3414132371544834,6ème Ardt,Monnaie
14122,Colonel Monteil - Brune,OUI,19,16,3,1,2,OUI,OUI,2023-06-05T08:25:35+02:00,"48.82650293311, 2.3092747998272",Paris,,FALSE,,48.82650293311,2.3092747998272,14ème Ardt,Plaisance
16004,UniversitÃ© Paris Dauphine,OUI,0,0,0,0,0,NON,NON,2018-03-09T08:53:33+01:00,"48.870707839985, 2.2748656198382",Paris,,FALSE,,48.870707839985,2.2748656198382,16ème Ardt,Porte-Dauphine
44102,Verdun - Adrien Damalix,OUI,26,19,6,2,4,OUI,OUI,2023-06-05T08:30:52+02:00,"48.8222334178559, 2.4215328320860863",Saint-Maurice,,FALSE,,48.8222334178559,2.4215328320860863,Banlieue,Banlieue
17046,Mac-Mahon - Brey,OUI,25,19,6,4,2,OUI,OUI,2023-06-05T08:30:29+02:00,"48.877532084130166, 2.294512536052928",Paris,,FALSE,,48.877532084130166,2.294512536052928,17ème Ardt,Ternes
9115,Milton - Manuel,OUI,22,22,0,0,0,OUI,OUI,2023-06-05T08:25:26+02:00,"48.878249, 2.341181",Paris,,FALSE,,48.878249,2.341181,9ème Ardt,Rochechouart
10020,Chabrol - d'Hauteville,OUI,11,7,3,2,1,OUI,OUI,2023-06-05T08:30:57+02:00,"48.87701838803332, 2.3513179644942284",Paris,,FALSE,,48.87701838803332,2.3513179644942284,10ème Ardt,Porte-Saint-Denis
16032,Eglise d'Auteuil,OUI,21,8,11,7,4,OUI,OUI,2023-06-05T08:30:17+02:00,"48.84749841771691, 2.26848387135299",Paris,,FALSE,,48.84749841771691,2.26848387135299,16ème Ardt,Auteuil
19038,Lassus - Delouvain,OUI,20,18,1,0,1,OUI,OUI,2023-06-05T08:28:05+02:00,"48.8755044846, 2.3890327325519",Paris,,FALSE,,48.8755044846,2.3890327325519,19ème Ardt,Amérique
21003,Jean JaurÃ¨s - Jean Baptiste ClÃ©ment,OUI,24,4,19,17,2,OUI,OUI,2023-06-05T08:29:56+02:00,"48.84576261454011, 2.2369650006294255",Boulogne-Billancourt,,FALSE,,48.84576261454011,2.2369650006294255,Banlieue,Banlieue
18029,Emile Blemont - Poteau,OUI,39,34,2,0,2,OUI,OUI,2023-06-05T08:25:48+02:00,"48.8943782, 2.3415122",Paris,,FALSE,,48.8943782,2.3415122,18ème Ardt,Clignancourt
18025,Mairie du 18Ã¨me,OUI,40,36,1,0,1,OUI,OUI,2023-06-05T08:30:23+02:00,"48.892939296937605, 2.3445510864257812",Paris,,FALSE,,48.892939296937605,2.3445510864257812,18ème Ardt,Clignancourt
35017,Toffier Decaux - Cartier Bresson,OUI,18,13,5,4,1,OUI,OUI,2023-06-05T08:30:30+02:00,"48.90165072551549, 2.4017545580863957",Pantin,,FALSE,,48.90165072551549,2.4017545580863957,Banlieue,Banlieue
20027,Porte de MÃ©nilmontant,OUI,15,15,0,0,0,OUI,OUI,2023-06-05T08:26:11+02:00,"48.8691543609174, 2.40932246879487",Paris,,FALSE,,48.8691543609174,2.40932246879487,20ème Ardt,Saint-Fargeau
20118,Orteaux - Mouraud,OUI,24,20,4,3,1,OUI,OUI,2023-06-05T08:29:05+02:00,"48.85558642847872, 2.408762907764669",Paris,,FALSE,,48.85558642847872,2.408762907764669,20ème Ardt,Charonne
31007,Paris - DÃ©sirÃ© PrÃ©aux,OUI,49,40,6,3,3,OUI,OUI,2023-06-05T08:28:31+02:00,"48.85742876694898, 2.4323049187660217",Montreuil,,FALSE,,48.85742876694898,2.4323049187660217,Banlieue,Banlieue
16021,FranÃ§ois Ponsard - La Muette,OUI,23,20,3,0,3,OUI,OUI,2023-06-05T08:28:07+02:00,"48.8583666, 2.2744515",Paris,,FALSE,,48.8583666,2.2744515,16ème Ardt,Muette
15108,Lourmel - Marie Skobtsov,OUI,22,15,6,4,2,OUI,OUI,2023-06-05T08:30:45+02:00,"48.844974, 2.287283",Paris,,FALSE,,48.844974,2.287283,15ème Ardt,Javel
9031,Provence - ChaussÃ©e d'Antin,OUI,25,8,17,12,5,OUI,OUI,2023-06-05T08:29:12+02:00,"48.87428447542072, 2.332976511564311",Paris,,FALSE,,48.87428447542072,2.332976511564311,9ème Ardt,Chaussée-d'Antin
19040,Belleville - TÃ©lÃ©graphe,OUI,41,41,0,0,0,OUI,OUI,2023-06-05T08:25:37+02:00,"48.8756045, 2.3995549",Paris,,FALSE,,48.8756045,2.3995549,19ème Ardt,Amérique
9117,Bellefond - Maubeuge,OUI,31,29,1,0,1,OUI,OUI,2023-06-05T08:30:54+02:00,"48.878255397645, 2.3452642187476",Paris,,FALSE,,48.878255397645,2.3452642187476,9ème Ardt,Rochechouart
26001,Gare d'AsniÃ¨res sur Seine,OUI,24,7,14,11,3,OUI,OUI,2023-06-05T08:30:51+02:00,"48.90636459217474, 2.2835066914558415",AsniÃ¨res-sur-Seine,,FALSE,,48.90636459217474,2.2835066914558415,Banlieue,Banlieue
20023,Pelleport - Belgrand,OUI,15,14,1,1,0,OUI,OUI,2023-06-05T08:30:09+02:00,"48.86500081847653, 2.403980836377493",Paris,,FALSE,,48.86500081847653,2.403980836377493,20ème Ardt,Saint-Fargeau
41204,RÃ©publique - Danton,OUI,20,18,0,0,0,OUI,OUI,2023-06-05T08:21:19+02:00,"48.85249172181667, 2.462034523487091",Fontenay-sous-Bois,,FALSE,,48.85249172181667,2.462034523487091,Banlieue,Banlieue
6030,Assas - Vaugirard,OUI,35,26,8,7,1,OUI,OUI,2023-06-05T08:28:49+02:00,"48.848274111398, 2.3292413726449",Paris,,FALSE,,48.848274111398,2.3292413726449,6ème Ardt,Notre-Dame-des-Champs
17121,Square des Epinettes,OUI,20,19,0,0,0,OUI,OUI,2023-06-05T08:30:56+02:00,"48.89383909781389, 2.325953990221024",Paris,,FALSE,,48.89383909781389,2.325953990221024,17ème Ardt,Epinettes
31703,Sadi Carnot - FranÃ§ois Mitterrand,OUI,27,25,0,0,0,OUI,OUI,2023-06-05T08:29:14+02:00,"48.87532687671517, 2.4241617321968083",Bagnolet,,FALSE,,48.87532687671517,2.4241617321968083,Banlieue,Banlieue
47006,Les PlanÃ¨tes,OUI,16,4,11,11,0,OUI,OUI,2023-06-05T08:26:11+02:00,"48.8099849920804, 2.4580853059887886",Maisons-Alfort,,FALSE,,48.8099849920804,2.4580853059887886,Banlieue,Banlieue
35003,Gabrielle Josserand - Edouard Vaillant,OUI,25,20,4,1,3,OUI,OUI,2023-06-05T08:30:45+02:00,"48.90271566255436, 2.3933270573616032",Pantin,,FALSE,,48.90271566255436,2.3933270573616032,Banlieue,Banlieue
18113,Lepic - ArmÃ©e d'Orient,OUI,24,22,1,0,1,OUI,OUI,2023-06-05T08:30:43+02:00,"48.88753640381415, 2.334307730197907",Paris,,FALSE,,48.88753640381415,2.334307730197907,18ème Ardt,Grandes-Carrières
15031,ThÃ©Ã¢tre - Lourmel,OUI,53,21,28,24,4,OUI,OUI,2023-06-05T08:30:49+02:00,"48.8482070397636, 2.2898658737540245",Paris,,FALSE,,48.8482070397636,2.2898658737540245,15ème Ardt,Grenelle
19009,CitÃ© des Sciences et de l'Industrie,OUI,30,23,4,2,2,OUI,OUI,2023-06-05T08:27:53+02:00,"48.89659571178903, 2.384599149227142",Paris,,FALSE,,48.89659571178903,2.384599149227142,19ème Ardt,Pont-de-Flandre
21014,Hameau Fleuri - MarchÃ©,OUI,22,7,13,11,2,OUI,OUI,2023-06-05T08:28:52+02:00,"48.831448892608314, 2.2412404417991643",Boulogne-Billancourt,,FALSE,,48.831448892608314,2.2412404417991643,Banlieue,Banlieue
18109,Pajol - Riquet,OUI,47,42,2,0,2,OUI,OUI,2023-06-05T08:29:47+02:00,"48.88960028134536, 2.3628534749150276",Paris,,FALSE,,48.88960028134536,2.3628534749150276,18ème Ardt,La Chapelle
35014,Charles de Gaulle - Jean Lolive,OUI,26,21,4,3,1,OUI,OUI,2023-06-05T08:28:47+02:00,"48.8932644350857, 2.4126765131950383",Pantin,,FALSE,,48.8932644350857,2.4126765131950383,Banlieue,Banlieue
21703,Square du Carrefour de l'Insurrection,OUI,23,22,1,0,1,OUI,OUI,2023-06-05T08:30:20+02:00,"48.820864559770676, 2.291113436222077",Vanves,,FALSE,,48.820864559770676,2.291113436222077,Banlieue,Banlieue
11006,Ledru-Rollin - Place du PÃ¨re Chaillet,OUI,37,31,4,2,2,OUI,OUI,2023-06-05T08:30:19+02:00,"48.856433706943704, 2.379020587761426",Paris,,FALSE,,48.856433706943704,2.379020587761426,11ème Ardt,Roquette
15035,Place Etienne Pernet,OUI,43,28,12,9,3,OUI,OUI,2023-06-05T08:30:55+02:00,"48.84243457133779, 2.2921819612383847",Paris,,FALSE,,48.84243457133779,2.2921819612383847,15ème Ardt,Javel
15070,Balard - Montagne de la Fage,OUI,36,2,34,33,1,OUI,OUI,2023-06-05T08:29:23+02:00,"48.83850740333351, 2.2782871127128606",Paris,,FALSE,,48.83850740333351,2.2782871127128606,15ème Ardt,Javel
18049,Porte d'Aubervilliers,OUI,55,40,13,9,4,OUI,OUI,2023-06-05T08:28:27+02:00,"48.89859661942376, 2.3689722642302513",Paris,,FALSE,,48.89859661942376,2.3689722642302513,18ème Ardt,La Chapelle
12107,Diderot - Pierre Bourdan,OUI,21,11,9,8,1,OUI,OUI,2023-06-05T08:30:23+02:00,"48.847648620797, 2.3902582749724",Paris,,FALSE,,48.847648620797,2.3902582749724,12ème Ardt,Picpus
11041,Square Saint-Ambroise,OUI,43,38,2,1,1,OUI,OUI,2023-06-05T08:29:52+02:00,"48.860934, 2.375841",Paris,,FALSE,,48.860934,2.375841,11ème Ardt,Saint-Ambroise
14112,MÃ©chain - Faubourg Saint-Jacques,OUI,16,11,5,2,3,OUI,OUI,2023-06-05T08:30:53+02:00,"48.83586772099485, 2.33798034198275",Paris,,FALSE,,48.83586772099485,2.33798034198275,14ème Ardt,Montparnasse
47005,Ecole VÃ©tÃ©rinaire,OUI,36,21,14,11,3,OUI,OUI,2023-06-05T08:28:19+02:00,"48.81488859822486, 2.4224362157778994",Maisons-Alfort,,FALSE,,48.81488859822486,2.4224362157778994,Banlieue,Banlieue
47004,Stade Auguste Delaune,OUI,21,11,8,5,3,OUI,OUI,2023-06-05T08:30:25+02:00,"48.80896378683884, 2.4345204234123234",Maisons-Alfort,,FALSE,,48.80896378683884,2.4345204234123234,Banlieue,Banlieue
19127,Aubervilliers - Curial,OUI,23,20,3,2,1,OUI,OUI,2023-06-05T08:29:31+02:00,"48.89088305227546, 2.3688579350709915",Paris,,FALSE,,48.89088305227546,2.3688579350709915,19ème Ardt,Villette
9026,Jean-Baptiste Pigalle - La Bruyere,OUI,17,16,0,0,0,OUI,OUI,2023-06-05T08:26:39+02:00,"48.87939826447722, 2.333709173337285",Paris,,FALSE,,48.87939826447722,2.333709173337285,9ème Ardt,Saint-Georges
16015,Bassano -  IÃ©na,OUI,15,4,11,3,8,OUI,OUI,2023-06-05T08:30:54+02:00,"48.868144510482075, 2.296149600985935",Paris,,FALSE,,48.868144510482075,2.296149600985935,16ème Ardt,Chaillot
